Id,splMass,Gonadwt,Idweight,splDate,Cant1,Canthaxanthin,Echi1,Echinenone,Astaxanthin
GO_M02_GL18,31.4,4.72,98.55,11/01/21,0.0435019772545018,0.207157738779198,0.00410255670292462,0.00539174688072226,0.558169689815392
GO_M02_GL20,46,16.51,110.05,08/03/21,0.0171558203291802,0.0843955012323335,0.000859410128122078,0.000902086315991153,0.407058922571074
GO_M02_GL22,47.4,3.5,109.5,28/05/21,0.0305427091992168,0.118604885948869,0.002135051243821,0.00218503572110109,0.520792854311731
GO_M03_GL10,36.4,26.05,87.28,02/12/19,0.0125600581261419,0.0650152386405064,0.000373800713373886,0.000487242720915215,0.173475628709289
GO_M03_GL11,50,33.08,142.85,22/01/20,0.00413933653384729,0.0137592153437188,0.000105601491085685,0.000127263335410954,0.0408202546355417
GO_M03_GL13,47.8,5.15,93.35,22/05/20,0.00493309208431497,0.0152100365351063,0.000131704466674294,0.000131704466674294,0.0708056594676145
GO_M03_GL14,27.9,20.24,119.3,03/07/20,0.0231792184406884,0.0859174550356522,0.00290183308837606,0.00182213766669768,0.413786874657061
GO_M03_GL15,31.8,39.65,194.15,29/07/20,0.0184215496955082,0.12492411663654,0.00341659396050083,0.00264599769028195,0.768780341004702
GO_M03_GL16,42,26.26,127.23,26/08/20,0.0164906788061155,0.085240232930433,0.000799425207242063,0.000867118470758528,0.258044242879764
GO_M03_GL20,35.5,17.2,111.82,08/03/21,0.0176531393082513,0.0657203371522713,0.000953426246710775,0.00132907618791482,0.238490284301714
GO_M03_GL21,33.5,3.16,113.31,01/04/21,0.022702163104086,0.0835942458823941,0.00131345138166275,0.00178629387906135,0.435892160233719
GO_M03_GL22,35.9,8.86,130.93,28/05/21,0.0592467634884249,0.197746377387071,0.00817975980875836,0.0079817711550194,1.72124219014895
GO_M03_GL23,42.1,15.11,129.96,16/07/21,0.0291382306281838,0.126594606105855,0.00116734701455947,0.00165293764596024,0.569178679850816
GO_M04_GL15,31.4,45.55,223.1,29/07/20,0.00873301966827058,0.0309779026973763,0.000291037916392445,0.000375115536683596,0.097473385348529
GO_M04_GL16,31.4,16.09,120.39,26/08/20,0.0140163304257266,0.0739693713652514,0.000538959104430454,0.000538959104430454,0.116202711227819
GO_M04_GL17,52.3,11.62,91.77,28/09/20,0.00808326729006374,0.0262520291729129,0.000239450358519044,0.000361117027171964,0.0416448297359126
GO_M04_GL19,30.8,38.82,171.68,08/02/21,0.0123184274341641,0.0388122852381925,0.00037363164927919,0.000345059817275487,0.104827698352626
GO_M04_GL23,32,4.47,92.42,16/07/21,0.0409374834361859,0.156295167917359,0.00172406280518497,0.00184887225979345,0.848302785555116
GO_M05_GL11,45.5,15.35,117.02,22/01/20,0.00917040592479639,0.0360666498988185,0.000145800875266232,0.00018894603223277,0.0567843334323132
GO_M05_GL15,33.3,17.55,201.16,29/07/20,0.0225052490303737,0.116334562827303,0.00340702431392178,0.00263048297268185,0.928139439689984
GO_M05_GL16,36.2,25.1,101.74,26/08/20,0.0227618336803451,0.118428612718342,0.000828400987231878,0.00161753240170559,0.358299900633199
GO_M05_GL18,40.4,8.76,113.22,11/01/21,0.0114456180646023,0.0485622900611763,0.000631692087765032,0.000611585177809647,0.18394473182058
GO_M05_GL22,42.1,2.87,126.8,28/05/21,0.00603582462328187,0.0203221866748796,0.000162399515799595,0.000274953635660701,0.108336256904795
GO_M06_GL10,42.5,12.42,93.44,02/12/19,0.0283529041494559,0.130953636954776,0.00120892204727052,0.00118025195919295,0.182607779537212
GO_M06_GL14,46.8,12.69,129,03/07/20,0.0165423319727753,0.0543675637306661,0.000535181784211369,0.000808558425335554,0.0936311399562281
GO_M06_GL16,38.2,17.83,103.56,26/08/20,0.00901092966809102,0.0293469765078996,0.000187839945883385,0.000311885193164865,0.0621630385132462
GO_M06_GL17,38.2,22.08,73.79,28/09/20,0.00937345260320849,0.0318324933438762,0.000111640722553332,0.000131133547126136,0.071938548735066
GO_M06_GL18,38.9,16,110.58,11/01/21,0.025619764043467,0.073321243436476,0.00085095130744348,0.000976244751484238,0.253708233114957
GO_M06_GL20,32.2,6.63,105.57,08/03/21,0.025624739190168,0.0859263871913093,0.00100068302589557,0.00103221715486287,0.37955445958418
GO_M06_GL22,38.8,4.56,147.42,28/05/21,0.0185107866106308,0.0658976180502066,0.000546082254656019,0.000826974404814547,0.199278652982223
GO_M07_GL11,36.5,37.33,178.15,22/01/20,0.0108572931948909,0.038850295180378,0.00027077305406586,0.000356085112196199,0.0690395529839671
GO_M07_GL15,36.4,15.49,169,29/07/20,0.00808065150397636,0.0266992438922095,0.000239901950374285,0.000184110799124452,0.11614916296989
GO_M07_GL17,43.8,23.71,93.76,28/09/20,0.0306969305564024,0.173973094404172,0.00172169624560142,0.00194424944072404,0.460079679222403
GO_M07_GL20,41.2,14.32,118.79,08/03/21,0.0180540905613617,0.112859937197026,0.00164961253811968,0.00128157149375832,0.348700563024472
GO_M07_GL23,31.1,11.97,105.1,16/07/21,0.00857326901235534,0.0386452834064584,0.000291668723833,0.000398323704936112,0.127925171230036
GO_M08_GL14,34.3,9.14,116.25,03/07/20,0.0302309293023081,0.0927585127686903,0.002044612857232,0.00164989995043046,0.496330945413871
GO_M08_GL18,43.1,7.29,72.12,11/01/21,0.0395318914709779,0.22697991552267,0.00598402167048101,0.00658242383752911,0.864226846172417
GO_M09_GL12,35.2,21.4,112.41,16/03/20,0.0123954176056276,0.0410450002106347,0.000251926634109571,0.000234618697415021,0.0747531708997571
GO_M09_GL13,43.1,9.5,113.85,22/05/20,0.0266839717244117,0.0838944071015503,0.000859123321195043,0.00087011758673136,0.354283481361658
GO_M09_GL17,34.3,26.15,104.83,28/09/20,0.0253168823419897,0.118315981540363,0.000848632749623322,0.00159858727254626,0.180280079289212
GO_M09_GL22,33,8.49,127.01,28/05/21,0.0141300574954818,0.054853136135837,0.000640009036882942,0.000931295201105306,0.333667145351456
GO_M09_GL23,31.8,7.26,83.46,16/07/21,0.00410130032890604,0.0199427592720479,0.000112822105860775,0.000263961153334643,0.0218576308741197
GO_M10_GL17,28.4,15.29,71.12,28/09/20,0.0150560678071736,0.0492728856165111,0.000309863530181002,0.000405206154852079,0.0664145151467625
GO_M10_GL18,25,18.71,134.02,11/01/21,0.0259211248389044,0.174500921357689,0.00312201331337937,0.00296767267256183,0.940170033713031
